,SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG,DATE_TIME_RECEIVED,DATE_TIME_COMPLETE,CALLTYPE,RESPONSIBLE_COMPANY,RESPONSIBLE_ORG_TYPE,RESPONSIBLE_CITY,RESPONSIBLE_STATE,RESPONSIBLE_ZIP,SOURCE,AIRCRAFT_TYPE,AIRCRAFT_MODEL,AIRCRAFT_ID,AIRCRAFT_FUEL_CAPACITY,AIRCRAFT_FUEL_CAPACITY_UNITS,AIRCRAFT_FUEL_ON_BOARD,AIRCRAFT_FUEL_O_B_UNITS,AIRCRAFT_SPOT_NUMBER,AIRCRAFT_HANGER,AIRCRAFT_RUNWAY_NUMBER,ROAD_MILE_MARKER,BUILDING_ID,TYPE_OF_FIXED_OBJECT,POWER_GENERATING_FACILITY,GENERATING_CAPACITY,TYPE_OF_FUEL,NPDES,NPDES_COMPLIANCE,PIPELINE_TYPE,DOT_REGULATED,PIPELINE_ABOVE_GROUND,EXPOSED_UNDERWATER,PIPELINE_COVERED,RAILROAD_HOTLINE,GRADE_CROSSING,LOCATION_SUBDIVISION,RAILROAD_MILEPOST,TYPE_VEHICLE_INVOLVED,CROSSING_DEVICE_TYPE,DEVICE_OPERATIONAL,DOT_CROSSING_NUMBER,BRAKE_FAILURE,DESCRIPTION_OF_TANK,TANK_ABOVE_GROUND,TRANSPORTABLE_CONTAINER,TANK_REGULATED,TANK_REGULATED_BY,TANK_ID,CAPACITY_OF_TANK,CAPACITY_OF_TANK_UNITS,ACTUAL_AMOUNT,ACTUAL_AMOUNT_UNITS,PLATFORM_RIG_NAME,PLATFORM_LETTER,LOCATION_AREAID,LOCATION_BLOCKID,OCSG_NUMBER,OCSP_NUMBER,STATE_LEASE_NUMBER,PIER_DOCK_NUMBER,BERTH_SLIP_NUMBER,CONTINUOUS_RELEASE_TYPE,INITIAL_CONTINUOUS_RELEASE_NO,CONTINUOUS_RELEASE_PERMIT,ALLISION,TYPE_OF_STRUCTURE,STRUCTURE_NAME,STRUCTURE_OPERATIONAL,AIRBAG_DEPLOYED,DATE_TIME_NORMAL_SERVICE,SERVICE_DISRUPTION_TIME,SERVICE_DISRUPTION_UNITS,TRANSIT_BUS_FLAG,CR_BEGIN_DATE,CR_END_DATE,CR_CHANGE_DATE,FBI_CONTACT,FBI_CONTACT_DATE_TIME,SUB_PART_C_TESTING_REQ,CONDUCTOR_TESTING,ENGINEER_TESTING,TRAINMAN_TESTING,YARD_FOREMAN_TESTING,RCL_OPERATOR_TESTING,BRAKEMAN_TESTING,TRAIN_DISPATCHER_TESTING,SIGNALMAN_TESTING,OTHER_EMPLOYEE_TESTING,UNKNOWN_TESTING,PASSENGER_HANDLING,PASSENGER_ROUTE,PASSENGER_DELAY,FIRE_INVOLVED,FIRE_EXTINGUISHED,ANY_EVACUATIONS,NUMBER_EVACUATED,WHO_EVACUATED,RADIUS_OF_EVACUATION,ANY_INJURIES,NUMBER_INJURED,NUMBER_HOSPITALIZED,ANY_FATALITIES,NUMBER_FATALITIES,ANY_DAMAGES,DAMAGE_AMOUNT,AIR_CORRIDOR_CLOSED,AIR_CORRIDOR_DESC,AIR_CLOSURE_TIME,WATERWAY_CLOSED,WATERWAY_DESC,WATERWAY_CLOSURE_TIME,ROAD_CLOSED,ROAD_DESC,ROAD_CLOSURE_TIME,CLOSURE_DIRECTION,MAJOR_ARTERY,TRACK_CLOSED,TRACK_DESC,TRACK_CLOSURE_TIME,MEDIA_INTEREST,MEDIUM_DESC,ADDITIONAL_MEDIUM_INFO,BODY_OF_WATER,TRIBUTARY_OF,NEAREST_RIVER_MILE_MAKER,RELEASE_SECURED,ESTIMATED_DURATION_OF_RELEASE,RELEASE_RATE,DESC_REMEDIAL_ACTION,STATE_AGENCY_ON_SCENE,STATE_AGENCY_REPORT_NUM,OTHER_AGENCY_NOTIFIED,WEATHER_CONDITIONS,AIR_TEMPERATURE,WIND_SPEED,WIND_DIRECTION,WATER_SUPPLY_CONTAMINATED,SHEEN_SIZE,SHEEN_COLOR,DIRECTION_OF_SHEEN_TRAVEL,SHEEN_ODOR_DESCRIPTION,WAVE_CONDITION,CURRENT_SPEED,CURRENT_DIRECTION,WATER_TEMPERATURE,TRACK_CLOSE_DIR,EMPL_FATALITY,PASS_FATALITY,COMMUNITY_IMPACT,WIND_SPEED_UNIT,EMPLOYEE_INJURIES,PASSENGER_INJURIES,OCCUPANT_FATALITY,CURRENT_SPEED_UNIT,ROAD_CLOSURE_UNITS,TRACK_CLOSURE_UNITS,SHEEN_SIZE_UNITS,ADDITIONAL_INFO,STATE_AGENCY_NOTIFIED,FEDERAL_AGENCY_NOTIFIED,NEAREST_RIVER_MILE_MARKER,SHEEN_SIZE_LENGTH,SHEEN_SIZE_LENGTH_UNITS,SHEEN_SIZE_WIDTH,SHEEN_SIZE_WIDTH_UNITS,OFFSHORE,DURATION_UNIT,RELEASE_RATE_UNIT,RELEASE_RATE_RATE,PASSENGERS_TRANSFERRED,new_latitude,new_longitude,new_latquad,new_longquad,new_street,geometry,address
2102,1270379,THE CALLER IS REPORTING THE RELEASE OF 1 GALLON DIESEL OIL ONTO THE PARKING LOT GROUND AND 1 QUART INTO THE STORM DRAIN WHICH LEADS TO VALLEY CREEK.,FIXED,UNKNOWN,2/4/2020 12:30,DISCOVERED,,1050 SWEDESFORD ROAD,,,BURWYN,PA,CHESTER,19312.0,,,,,,,,,,,,,,,N,2020-02-04 15:17:00,2020-02-04 15:24:00,INC,PECO,PUBLIC UTILITY,PHILADELPHIA,PA,19103.0,TELEPHONE,,,,,,,,,,,,,AUTO SHOP,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,,,,,U,,,CLEAN UP CREW ON-SITE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2103,1270380,"CALLER IS REPORTING THAT DUE TO A TORNADO, A TRANSFORMER WAS DAMAGED AND SPILLED AN ESTIMATED 10 GALLONS ON NON-PCB OIL ONTO GROUND.",FIXED,TORNADO,1/11/2020 5:00,OCCURRED,,3880 ALEXANDER RD,,,OLIVE BRANCH,MS,DE SOTO,,,,,,,,,,,,,,,,N,2020-02-04 15:22:00,2020-02-04 15:27:00,INC,NORTH CENTRAL ELECTRIC POWER,PRIVATE ENTERPRISE,OLIVE BRANCH,MS,38654.0,TELEPHONE,,,,,,,,,,,,,TRANSFORMER,N,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,DIRT/SOIL,,,,Y,,,CLEANUP COMPLETED.,,,,RAINY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2104,1270381,CALLER REPORTS THEY RECEIVED A CALL FROM AMTRAK FOR AN UNRESPONSIVE PASSENGER ON BOARD AND BY THE TIME LOCAL EMS ARRIVED THE PASSENGER HAD EXPIRED.,RAILROAD NON-RELEASE,UNKNOWN,2/4/2020 14:12,OCCURRED,WINTER HAVEN STATION,1800 7TH STREET SW,,,WINTER HAVEN,FL,POLK,,,,,,,,,,,,,,,,N,2020-02-04 15:28:00,2020-02-04 15:43:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,N,AUBURNDALE,SX826.2,,,Y,,N,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,NO,,,,,,,,,,,PASSENGERS WILL WAIT AT THE STATION,YES,YES,N,U,N,,,,N,,,Y,1.0,N,,N,,,N,,,N,,,,N,N,,,NONE,RAIL REPORT (N/A),,,,,U,,,"WAITING FOR THE LOCAL CORONER TO ARRIVE, THAN THEY WILL RESUME NORMAL OPERATIONS.",LOCAL PD/EMS,,,,,,,U,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2105,1270382,CALLER REPORTED DUE TO A LEAK IN THE STORAGE TANK THE ENTIRE TANK OF GASOLINE RELEASED ONTO THE GROUND AND INTO A CREEK.,STORAGE TANK,EQUIPMENT FAILURE,10/10/2019 16:00,OCCURRED,,110 BEATTY COUNTY RD,,, LATROBE,PA,WESTMORELAND,,,,,,,,,,,,,,,,N,2020-02-04 15:32:00,2020-02-04 15:38:00,INC,LANDCONX,PRIVATE ENTERPRISE, LATROBE,PA,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,N,Y,DOT,,175.0,GALLON(S),,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,UNNAMED CREEK,UNNAMED CREEK,,,Y,,,NONE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2106,1270383,CALLER IS REPORTING THAT THERE IS A DISCHARGE OF AN UNKNOWN FUEL OR OIL TO THE WATER FROM A BOAT CREATING A SHEEN,VESSEL,UNKNOWN,2/4/2020 10:30,DISCOVERED,,FERNANDINA HARBOR MARINA,3 SOUTH FRONT ST,,FERNANDINA BEACH,FL,NASSAU,,,,,,,,,,,,,,,,N,2020-02-04 15:33:00,2020-02-04 15:40:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,INTRACOASTAL WATERWAY,INTRACOASTAL WATERWAY,,,U,,,BOOMS APPLIED AROUND THE VESSEL.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,FL DEP,USCG,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2107,1270384,CALLER IS REPORTING THE RELEASE OF NON PCB TRANSFORMER OIL IN THE AMOUNT OF 10 GALLONS.  THE RELEASED MATERIAL WENT ONTO THE GROUND AND INTO THE SOIL.  THE RELEASE WAS CAUSED BY CATASTROPHIC WEATHER (NATURAL PHENOMENON).,FIXED,NATURAL PHENOMENON,1/11/2020 5:00,OCCURRED,,3352 FIR DRIVE,,,OLIVE BRANCH,MS,DE SOTO,38654.0,,,,,,,,,,,,,,,N,2020-02-04 15:38:00,2020-02-04 15:45:00,INC,NORTH CENTRAL ELECTRIC POWER,PRIVATE ENTERPRISE,OLIVE BRANCH,MS,38654.0,TELEPHONE,,,,,,,,,,,,,TRANSFORMER,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,SOIL,,,,U,,,CLEANUP COMPLETED,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2108,1270385,CALLER IS REPORTING A POTENTIAL RELEASE OF A BATTERY THAT IS ONBOARD A VESSEL THAT IS STUCK ON A PILING FIELD AT THE COORDINATES PROVIDED.,VESSEL,UNKNOWN,2/4/2020 10:31,DISCOVERED,TILLAMOOK BAY,,,,GARIBALDI,OR,TILLAMOOK,,,,,45.0,33.0,59.0,N,123.0,54.0,10.0,W,,,,Y,2020-02-04 15:54:00,2020-02-04 16:04:00,INC,,PRIVATE CITIZEN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,TILLAMOOK BAY,TILLAMOOK BAY,,,U,,,SHERIFFS DEPT WILL REMOVE BOAT FROM PILINGS,SHERIFFS DEPT,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,COAST GUARD,,,,,,N,,,,NO,45.56638888888889,-123.90277777777779,N,W,,POINT (-123.9027777777778 45.56638888888889),
2109,1270386,"CALLER REPORTS DUE TO WEATHER THEY HAD SEVERAL POWER POLES COME DOWN ALONG A WITH TRANSFORMER, CAUSING A RELEASE OF NON PCB TRANSFORMER OIL ONTO THE GROUND.",FIXED,NATURAL PHENOMENON,1/11/2020 5:00,OCCURRED,,3365 FIR DR,,,OLIVE BRANCH,MS,DE SOTO,,,,,,,,,,,,,,,,N,2020-02-04 16:04:00,2020-02-04 16:10:00,INC,NORTH CENTRAL ELECTRIC POWER,PRIVATE ENTERPRISE,OLIVE BRANCH,MS,38654.0,TELEPHONE,,,,,,,,,,,,,TRANSFORMER,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,LAND,GROUND,,,,Y,,,CREWS CLEANED UP THE SPILL,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2110,1270387,CALLER IS REPORTING AN OIL SHEEN ON THE WATER FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,2/4/2020 12:30,DISCOVERED,UNKNOWN SHEEN INCIDENT,BLOCK 20,,,,LA,MISSISSIPPI CANYON AREA,,,,,28.0,56.0,40.0,N,88.0,58.0,19.0,W,,,,N,2020-02-04 16:07:00,2020-02-04 16:12:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,MISSISSIPPI CANYON AREA,20,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,U,,,MAKING NOTIFICATIONS.,,,,CLEAR,68.0,12.0,,U,,FAINT COLORS,,,3     MODERATE (3 - 5 FT),,,,,,,,KNTS,,,,,,,,,,USCG,,14.0,MILES,50.0,FEET,Y,,,,NO,28.944444444444446,-88.97194444444445,N,W,,POINT (-88.97194444444445 28.94444444444445),
2111,1270389,"NOAA SATELLITE IMAGE REPORT. POSSIBLE OIL WAS OBSERVED IN SATELLITE IMAGERY. THIS ANOMALY IS UNCONFIRMED AS OIL. THIS ANOMALY WAS BELIEVED TO BE EMANATING FROM THE KNOWN 1487 WRECK. THE ANOMALY WAS APPROX. 12.24 NM IN LENGTH AND APPROX. 0.12 NM IN WIDTH. THE DARK ANOMALY HAD MODERATE TO HIGH CONTRAST AGAINST ITS HOMOGENEOUS SURROUNDING. WINDS AT THE TIME OF THE IMAGE WERE COMING FROM THE SW AT 10 KTS.


",UNKNOWN SHEEN,UNKNOWN,2/4/2020 5:40,DISCOVERED,UNKNOWN SHEEN INCIDENT,ATLANTIC OCEAN,,,,MA,NANTUCKET,,,,,,,,,,,,,,,,N,2020-02-04 16:23:00,2020-02-04 16:31:00,INC,,UNKNOWN,,XX,,MESSAGE TRAFFIC,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ATLANTIC OCEAN,ATLANTIC OCEAN,,,U,,,,,,,,,10.0,SW,U,,,,,,,,,,,,,KNTS,,,,,,,,NOAA SATELITTE IMAGE REPORT,,,,12.24,NAUTICAL MILE,0.12,NAUTICAL MILE,N,,,,NO,,,,,,POINT (nan nan),
2112,1270390,CALLER IS REPORTING A SHEEN ON LAKE WASHINGTON COMING FROM A VESSEL THAT SANK WHILE MOORED UP AT THE INCIDENT LOCATION.,VESSEL,VESSEL SINKING,2/4/2020 9:00,DISCOVERED,SPINAKER BAY CONDOMINUMS - NORTH FINGER PIER # 45,9500 RAINIER AVE SOUTH,,,SEATTLE,WA,KING,98118.0,,,,,,,,,,,,,,,N,2020-02-04 16:35:00,2020-02-04 16:41:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,LAKE WASHINGTON,LAKE WASHINGTON,,,U,,,NONE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,HARBOR PATROL,,,,,,,N,,,,NO,,,,,9500 RAINIER AVE SOUTH,POINT (nan nan),
2113,1270391,CALLER IS REPORTING THE POTENTIAL RELEASE OF OILY BILGE WATER RAN THROUGH OILY WATER SEPARATOR WITH AN UNKNOWN AMOUNT.  THE POTENTIAL RELEASE WOULD HAVE BEEN DISCHARGED IN THE NORTH ATLANTIC.  OIL CONTENT METER COULD BE FAULTY. ALL TEST SHOW THAT EQUIPMENT IS WORKING PROPERLY.  CALLER ALSO STATED THAT THE SHIPS COMMUNICATION HAS BEEN DOWN SINCE 2/1-2/3.,VESSEL,EQUIPMENT FAILURE,1/31/2020 14:15,OCCURRED,ATLANTIC OCEAN OFF THE COAST OF BRAZIL,,519.6 N,03932.3 W,,XX,UNKNOWN,,,,,5.0,19.0,36.0,N,39.0,32.0,18.0,W,,,,Y,2020-02-04 16:37:00,2020-02-04 17:06:00,INC,CROWLEY MARINE,PRIVATE ENTERPRISE,JACKSONVILLE,FL,32225.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ATLANTIC OCEAN,ATLANTIC OECAN,,,U,,,SECURED THE SYSTEM AND RE TESTED WITH SPARE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,5.326666666666666,-39.538333333333334,N,W,,POINT (-39.53833333333333 5.326666666666666),
2114,1270392,CALLER REPORTS AN UNKNOWN SUBSTANCE THAT IS BUBBLING UP FROM A  MANHOLE AND GOING INTO NEARBY PARKING LOTS AND STORM DRAINS THAT FLOW TO THE LOCK RAVEN RESERVOIR.,FIXED,UNKNOWN,1/27/2020 9:00,DISCOVERED,NEAR THE AVALON APARTMENTS,MCCORMICK RD,,,HUNT VALLEY,MD,BALTIMORE,,,,,,,,,,,,,,,,N,2020-02-04 16:37:00,2020-02-04 16:56:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,UNKNOWN,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,STORM DRAINS,STORM DRAINS,LOCK RAVEN RESERVOIR,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2115,1270393,CALLER IS REPORTING THAT THERE WAS A DISCHARGE OF AN ESTIMATED 50 GALLONS OF  DIESEL FUEL TO THE WATER FROM THE VESSEL. THE CAUSE WAS AN EQUIPMENT FAULT ON A COOLER TUBE ON BOARD THE LIGHTERING  VESSEL.,VESSEL,EQUIPMENT FAILURE,2/4/2020 13:46,OCCURRED,,5880 CHANNELVIEW BLVD,BERTH 4,,JACKSONVILLE,FL,DUVAL,32226.0,,,,,,,,,,,,,,,N,2020-02-04 16:47:00,2020-02-04 16:59:00,INC,USMC BLUNT ISLAND BASE,MILITARY,JACKSONVILLE,FL,32226.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ST JOHNS RIVER,ST JOHNS RIVER,,,Y,,,CONTRACTOR WILL BE HIRED FOR CLEAN UP.,,,,OVERCAST,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,440.0,FEET,,,N,,,,NO,,,,,,POINT (nan nan),
2116,1270394,CALLER IS REPORTING AN OIL SHEEN ON THE WATER FROM AN UNKNOWN SOURCE AT THE MARINA.,UNKNOWN SHEEN,UNKNOWN,2/4/2020 13:45,DISCOVERED,UNKNOWN SHEEN INCIDENT,18809 FRONT ST NE,,,POULSBO,WA,KITSAP,98370.0,,,,,,,,,,,,,,,N,2020-02-04 17:10:00,2020-02-04 17:16:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,LIBERTY BAY,LIBERTY BAY,,,U,,,,,,,PARTLY CLOUDY,,15.0,,U,,RAINBOW,,DIESEL,,,,,,,,,MPH,,,,,,,,,,USCG,,,,7.0,FEET,N,,,,NO,,,,,,POINT (nan nan),
2117,1270395,"CALLER IS REPORTING A BROWN LOOKING MATERIAL COMING UP FROM A DRAIN UNDERNEATH A RAIL ROAD TRACK AT THE INCIDENT LOCATION. CALLER STATED THE MATERIAL IS IMPACTING A NEARBY STREAM. 

FOR SPECIFIC DIRECTIONS TO THE INCIDENT LOCATION PLEASE CONTACT THE REPORTING PARTY. THERE ARE TRAILS IN THE PARK AND IT IS TOO COMPLICATED TO WRITE OUT IN THE REPORT.

CALLER IS REQUESTING A CALL BACK.",FIXED,UNKNOWN,2/4/2020 17:00,DISCOVERED,,STONE MOUNTAIN PARK,,,STONE MOUNTAIN,GA,DE KALB,,,,,,,,,,,,,,,,N,2020-02-04 17:17:00,2020-02-04 17:28:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,OTHER,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STREAM,STREAM,,,U,,,,,,,,,,,U,,BROWN,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2118,1270396,"/// UPDATE TO REPORT # 1269311 ///

UPDATE IS AS FOLLOWS: CHANGE TO AMOUNT OF MATERIALS RELEASED TO 150 GALLONS.

ORIGINAL REPORT READS: CALLER IS REPORTING THAT AN ISO CONTAINER FLANGE FAILED RESULTING IN A SPILL OF  ACROLEIN ONTO THE GROUND. AT LEAST 30 PEOPLE WERE EVACUATED FROM THE PLANT. AN  EVACUATION RADIUS OF SIX MILES WAS ESTABLISHED.",STORAGE TANK,EQUIPMENT FAILURE,1/22/2020 9:30,OCCURRED,,19815 S LAKE RD,,,TAFT,CA,KERN,,,,,,,,,,,,,,,,N,2020-02-04 17:18:00,2020-02-04 17:31:00,INC,TAFT MANUFACTURING,PRIVATE ENTERPRISE,TAFT,CA,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,ISO CONTAINER,ABOVE,Y,U,,,36000.0,POUND(S),36000.0,POUND(S),,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,Y,30.0,EVERYONE,6.0,N,,,N,,N,,N,,,N,,,Y,GARNERFIELD RD/SOUTH LAKE,5.0,,N,N,,,LOW,LAND,ASPHALT CONTAINMENT AREA,,,,Y,,,"FIRE DEPARTMENT STOPPED AND CONTAINED THE SPILL. NEUTRALIZING AGENTS ARE BEING  APPLIED.
","FD, HEALTH DEPT, CA HWY PTRL, PD",,,CLEAR,,2.0,,U,,,,,,,,,,,,,MPH,,,,,,,,,"FD HAZMAT, HEALTH DEPT",,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2119,1270397,CALLER IS REPORTING AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN THE NEAR ISLAND CHANNEL.,UNKNOWN SHEEN,UNKNOWN,2/4/2020 12:50,DISCOVERED,UNKNOWN SHEEN INCIDENT,111 WEST MARINE WAY,,,KODIAK,AK,KODIAK ISLAND,99615.0,,,,,,,,,,,,,,,N,2020-02-04 17:19:00,2020-02-04 17:27:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,NEAR ISLAND CHANNEL,NEAR ISLAND CHANNEL,,,U,,,NONE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
